url,item_id,title,http_status,content_type,sichtbefund,crop_beschreibung,passt_zum_text
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/divisionvonzahlen/01_image2.emf.png,59e528d3-53f2-4184-8131-7f8810d0ab2f,Division von Zahlen,200,image/png,text_eingebrannt,Keine Grafik im engeren Sinn: wahr/falsch-Ankreuztabelle mit den vier Teilbarkeits-Aussagen — das sind die fehlenden MC-Optionen des Items; gehoert in strukturierte parts/options statt als Bild.,"eingeschraenkt: enthaelt die Aufgabenoptionen, aber als Bild statt strukturiert"
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/00_image1.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,unbrauchbar,Die Plaettchen-Dreiecksfiguren fehlen im Render: 'Abbildung 1' und die Tabellenzeile 'Veranschaulichung' sind leer. Nur Text + Tabellenwerte D1-D4 sichtbar.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/01_image2.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,unbrauchbar,Kein Bildinhalt: nur Teilaufgabentext + Antwortlinien D5=/D6=.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/02_image3.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,text_eingebrannt,"Keine Grafik: Teilaufgabentext + die fuenf MC-Optionen (6/9/10/11/12) als Ankreuzkaestchen — das sind die Optionen von Teil 2, gehoeren in parts/options.",eingeschraenkt: enthaelt die MC-Optionen von Teil 2 als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/03_image4.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,unbrauchbar,Kein Bildinhalt: nur Teilaufgabentext + Antwortlinie Dn=.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/04_image5.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,unbrauchbar,Die Plaettchen-Darstellung (2x D3 nebeneinander = 3x4-Rechteck) fehlt; nur Textfragmente und Linienreste mit '3' und '4' sichtbar.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/dreieckszahlen/05_image6.emf.png,12c00b8d-dae4-4fee-a1a0-ce27b1089327,Dreieckszahlen,200,image/png,unbrauchbar,Kein Bildinhalt: nur Teilaufgabentext + Antwortlinie Dn=.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/durch1001teilbar/00_image1.emf.png,9a83c152-41ac-4153-a2ca-54f352f0e35a,Durch 1001 teilbar,200,image/png,text_eingebrannt,"Keine Grafik: kompletter Aufgabentext + Tabelle mit den fuenf Argument-Optionen (geeignet/nicht geeignet) — die fehlenden MC-Optionen des Items, gehoeren in parts/options.",eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eckenundkanten/00_image1.emf.png,e2755e78-8eaa-4b0a-b80d-1befb8f06892,Ecken und Kanten,200,image/png,text_eingebrannt,Zeile 'Ergaenze die Tabelle.' oben und leeren Antwortkasten unten entfernen; Tabelle mit Quader- und Pyramiden-Skizze behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eingefaerbterkoerper/00_image1.emf.png,23c512b3-60c9-4dde-844d-78841efc0f58,Eingefärbter Körper,200,image/png,text_eingebrannt,Beide Textzeilen entfernen; die Skizze des Koerpers aus drei Wuerfeln (links oben) behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eingefaerbterkoerper/01_image2.emf.png,23c512b3-60c9-4dde-844d-78841efc0f58,Eingefärbter Körper,200,image/png,unbrauchbar,Kein Bildinhalt: nur Teilaufgabentext + Antwortzeile '... Seitenflaechen'.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eiscafe/00_image1.png,24a6c671-873f-46c1-8906-c995e1fcbbea,Eiscafé,200,image/png,text_eingebrannt,Beide Textzeilen links entfernen; Eistueten-Clipart rechts behalten (rein dekorativ).,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eiscafe/01_image2.png,24a6c671-873f-46c1-8906-c995e1fcbbea,Eiscafé,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortzeile ... €. Text steht bereits in parts.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/eiscafe/02_image3.png,24a6c671-873f-46c1-8906-c995e1fcbbea,Eiscafé,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + Ankreuzoptionen + Karo-Schreibflaeche; Optionen sind im Item bereits strukturiert vorhanden.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/figurauszweidreiecken/00_image1.emf.png,57936589-98cb-404e-91aa-dd92f11eda35,Figur aus zwei Dreiecken,200,image/png,text_eingebrannt,"Einleitungszeile oben links und leeren Antwortkasten unten entfernen; Figur (Rechteck mit Diagonale, Winkelmarkierungen a, b, g, d und rechte-Winkel-Punkte) behalten.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/figurauszweidreiecken/01_image2.emf.png,57936589-98cb-404e-91aa-dd92f11eda35,Figur aus zwei Dreiecken,200,image/png,text_eingebrannt,"Keine Grafik: richtig/falsch-Tabelle mit den fuenf Aussagen/Begruendungen — die fehlenden MC-Optionen des Items, gehoeren in parts/options.",eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/flaecheninhalt/00_image1.emf.png,cf5302ed-39df-4963-a029-b4c39a5ae4d6,Flächeninhalt,200,image/png,text_eingebrannt,Frage links oben und Antwortsatz/Kasten unten entfernen; Rechteck mit Bemassung 5 cm x 3 cm behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/freizeitkosten/00_image1.emf.png,36067604-421c-4ba7-84a5-8021eee61f2d,Freizeitkosten,200,image/png,text_eingebrannt,"Enthaelt den KOMPLETTEN im Item fehlenden Aufgabenstamm: Ausgaben-Tabelle Jan-Jun, Dennis-Zitat, Ja/Nein-Optionen, Karoflaeche. Fuer ein Bild-Asset nur die Tabelle behalten; besser Stamm als Text ins Item uebernehmen.",eingeschraenkt: es ist der fehlende Aufgabenstamm selbst
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/fuehrerschein/00_image1.emf.png,a9af9e1f-0f88-4fcd-8448-dcfe042fd71a,fuehrerschein,200,image/png,text_eingebrannt,"Einleitungstext links entfernen; Tabelle (16 Bundeslaender, Durchfallquoten Theorie/Praxis in %) behalten.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/fuehrerschein/01_image2.emf.png,a9af9e1f-0f88-4fcd-8448-dcfe042fd71a,fuehrerschein,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortzeile ... %.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/fuehrerschein/02_image3.emf.png,a9af9e1f-0f88-4fcd-8448-dcfe042fd71a,fuehrerschein,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + Ankreuzoptionen + Karoflaeche; Optionen sind im Item strukturiert vorhanden.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/geradenimkoordinatensystem/00_image1.emf.png,83fe9508-6a17-4658-8b12-3b75ea2a5544,Geraden im Koordinatensystem,200,image/png,text_eingebrannt,"Titelzeile 'Die Abbildung zeigt die Gerade...' (ueberlappt das Gitter) entfernen; Koordinatensystem mit Gerade behalten. Achtung: Achsenbeschriftungen (0, 1, 5, x) sind im Render leicht verrutscht.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/geradenimkoordinatensystem/01_image2.emf.png,83fe9508-6a17-4658-8b12-3b75ea2a5544,Geraden im Koordinatensystem,200,image/png,text_eingebrannt,"Keine Grafik: Frage + die vier MC-Optionen (x=-2, x=0, x=4, x=5) — die fehlenden Optionen des Items, gehoeren in parts/options.",eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/geschwindigkeit/00_image1.emf.png,5fafe02e-c47d-4c42-819a-ff72d73d5762,Geschwindigkeitsüberschreitung,200,image/png,text_eingebrannt,Einleitungstext oben entfernen; Bussgeld-Tabelle (Geschwindigkeitsueberschreitung / bisher / jetzt) behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/geschwindigkeit/01_image2.emf.png,5fafe02e-c47d-4c42-819a-ff72d73d5762,Geschwindigkeitsüberschreitung,200,image/png,text_eingebrannt,Keine Grafik: Teilaufgabentext + vier MC-Optionen (60/100/175/280 Euro) — die fehlenden Optionen des Items.,eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gewerbezone/00_image1.emf.png,9c78fbf9-89a7-42af-b8d3-03cf489cd62b,Gewerbezone,200,image/png,unbrauchbar,Das beworbene Plakat (mit den Flaechenangaben der Gewerbezone) fehlt im Render komplett — nur zwei Textzeilen. Ohne Plakat ist das Item nicht loesbar.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gewerbezone/01_image2.emf.png,9c78fbf9-89a7-42af-b8d3-03cf489cd62b,Gewerbezone,200,image/png,unbrauchbar,Kein Bildinhalt: Frage + Antwortsatz 'In hoechstens ___ Grundstuecke.',nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gewitter/00_image1.emf.png,90c94811-ab69-4338-8121-d9020075593e,Gewitter,200,image/png,unbrauchbar,Kein Bildinhalt: nur der Stimulustext (steht bereits im Item).,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gewitter/01_image2.emf.png,90c94811-ab69-4338-8121-d9020075593e,Gewitter,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortsatz.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gewitter/02_image3.emf.png,90c94811-ab69-4338-8121-d9020075593e,Gewitter,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + MC-Optionen (im Item bereits strukturiert vorhanden).,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gueterverkehr/00_image1.emf.png,99c13edf-6db7-4ac9-a1ff-4b96288556ea,Güterverkehr,200,image/png,text_eingebrannt,"Einleitungstext oben entfernen; Diagramm (Kosten je Tonne vs. Transportweg, Graphen LKW/Bahn/Binnenschiff) behalten.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gueterverkehr/01_image2.emf.png,99c13edf-6db7-4ac9-a1ff-4b96288556ea,Güterverkehr,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortzeile ___ €.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/gueterverkehr/02_image3.emf.png,99c13edf-6db7-4ac9-a1ff-4b96288556ea,Güterverkehr,200,image/png,unbrauchbar,"Kein Bildinhalt: Teil-2-Text + MC-Optionen (LKW/Bahn/Binnenschiff, im Item strukturiert vorhanden).",nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/hauptstaedte/00_image1.emf.png,f3df6c08-4c6b-4181-a55f-77721b1097d1,Hauptstädte,200,image/png,text_eingebrannt,"Einleitungstext oben und Copyright-Zeile unten entfernen; Karte mit Staedtenamen und Massstabskasten (1cm=360km) behalten. Achtung: Laenderumrisse sind im Render stark degradiert (Polygonverlust), Staedtepositionen und Massstab aber vorhanden.","eingeschraenkt: Positionen/Massstab ok, Umrisse fehlerhaft gerendert"
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/hauptstaedte/01_image2.emf.png,f3df6c08-4c6b-4181-a55f-77721b1097d1,Hauptstädte,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortkasten ... km.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/hauptstaedte/02_image3.emf.png,f3df6c08-4c6b-4181-a55f-77721b1097d1,Hauptstädte,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + MC-Optionen (im Item strukturiert vorhanden).,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/haushaltsabfaelle/00_image1.emf.png,f687b453-f279-498e-a9dc-109adaf48050,Haushaltsabfälle,200,image/png,text_eingebrannt,Einleitungstext oben und leeren Antwortkasten unten entfernen; Saeulendiagramm + Bundesland-Nummernliste behalten. Achtung: y-Achsen-Titel ist im Render zeichenweise verwuerfelt.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/haushaltsabfaelle/01_image2.emf.png,f687b453-f279-498e-a9dc-109adaf48050,Haushaltsabfälle,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Ergaenzungssatz.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/haushaltsabfaelle/02_image3.emf.png,f687b453-f279-498e-a9dc-109adaf48050,Haushaltsabfälle,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + Antwortzeile ... kg.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/holzwuerfel/00_image1.emf.png,8a9375a9-a878-4726-8183-2cd861a0533e,Holzwürfel,200,image/png,text_eingebrannt,"Textzeilen oben entfernen; Beispiel-Skizze des Dreierturms (drei Wuerfel uebereinander, beschriftet gelb/blau/rot) behalten; Copyright-Zeile 'Grafik: (c) IQB' beim Crop mitfuehren oder als Attribution ausspielen.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/holzwuerfel/01_image2.emf.png,8a9375a9-a878-4726-8183-2cd861a0533e,Holzwürfel,200,image/png,unbrauchbar,Kein Bildinhalt: Frage + Antwortzeile 'Anzahl der Moeglichkeiten: ...'.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/honigbiene/00_image1.emf.png,8840971e-a829-4a1d-a9bb-bdcbf9367d9c,Honigbiene,200,image/png,unbrauchbar,"Das Bienenfoto fehlt im Render komplett; enthalten sind nur Frage und die vier MC-Optionen (1,5 mm / 1,5 cm / 1,5 dm / 1,5 m) — zugleich die fehlenden Optionen des Items. Ohne Foto nicht loesbar (Antwort 1,5 cm aber durch Alltagswissen erschliessbar).",nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/imkreislaufen/00_image1.emf.png,96fa6857-d46f-4487-b7d3-a7cb09c9b4ed,Im Kreis laufen,200,image/png,unbrauchbar,Von den vier Antwort-Graphen enthaelt nur der erste eine Kurve (Dreiecksverlauf); die Kurven der Graphen 2-4 fehlen im Render (leere Achsenkreuze). Als MC-Grundlage unbrauchbar.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/internetauktion/00_image1.emf.png,b8d7b161-b84b-4dfa-9896-0629fcbf34ab,Internetauktion,200,image/png,text_eingebrannt,Einleitungstext oben entfernen; Tabelle (Auktionsnummer 1-9 / Endpreis) behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/internetauktion/01_image2.emf.png,b8d7b161-b84b-4dfa-9896-0629fcbf34ab,Internetauktion,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Frage + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/internetauktion/02_image3.emf.png,b8d7b161-b84b-4dfa-9896-0629fcbf34ab,Internetauktion,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Frage + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/kopfundkoerper/00_image1.emf.png,79260d40-421f-4dc3-bc89-0db6dbc8d3b1,Kopf und Körper,200,image/png,text_eingebrannt,"Textblock links entfernen; Skizze rechts (Strichfigur mit Markierung Kopf=1, Koerper=4) behalten.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/kopfundkoerper/01_image2.emf.png,79260d40-421f-4dc3-bc89-0db6dbc8d3b1,Kopf und Körper,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Text + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/kopfundkoerper/02_image3.emf.png,79260d40-421f-4dc3-bc89-0db6dbc8d3b1,Kopf und Körper,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Text + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/kreisfiguren/00_image1.png,d57cdb1d-727b-4f6e-b935-92ed09db2d4f,Kreisfiguren,200,image/png,text_eingebrannt,"Einleitungszeile oben abschneiden; Kaestchengitter mit den grauen Figuren A-D behalten (PNG, gute Qualitaet).",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/kreisfiguren/01_image2.png,d57cdb1d-727b-4f6e-b935-92ed09db2d4f,Kreisfiguren,200,image/png,unbrauchbar,Kein Bildinhalt: Frage + Ergaenzungssatz 'Figur _ und Figur _ ...'.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/koerperfuellen/00_image1.emf.png,fdd77d77-511f-4a9a-98b5-f32602a3cc52,Körper füllen,200,image/png,text_eingebrannt,Textzeilen oben und Copyright unten entfernen; Grafik (Quader mit teilweise eingefuellten 1-cm-Wuerfeln + Einzelwuerfel mit Bemassung 1cm) behalten.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/koerperfuellen/01_image2.emf.png,fdd77d77-511f-4a9a-98b5-f32602a3cc52,Körper füllen,200,image/png,text_eingebrannt,Keine Grafik: Frage + fuenf MC-Optionen (14/16/74/90/126 cm³) — die fehlenden Optionen des Items.,eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/lagederwuerfel/00_image1.emf.png,61f98edd-8791-4824-b801-b279c5e1cacf,Lage der Würfel,200,image/png,unbrauchbar,Die Augenzahlen auf den vier Spielwuerfeln fehlen im Render (nur leere Wuerfel-Schraegbilder). Ohne die abgebildeten Augenzahlen ist das Item nicht loesbar.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/lagederwuerfel/01_image2.emf.png,61f98edd-8791-4824-b801-b279c5e1cacf,Lage der Würfel,200,image/png,unbrauchbar,"Kein Bildinhalt: Frage, Antwortsatz und Karo-Schreibflaeche; die grau markierte Seitenflaeche ist ohnehin nur in der (verlorenen) Abbildung erkennbar.",nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/luftballons/00_image1.emf.png,7feea1d6-7feb-4ec8-9d24-142e6722ccef,Luftballons,200,image/png,unbrauchbar,Kein Bildinhalt: nur Stimulustext (steht bereits im Item).,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/luftballons/01_image2.emf.png,7feea1d6-7feb-4ec8-9d24-142e6722ccef,Luftballons,200,image/png,text_eingebrannt,"Keine Grafik: Frage + vier MC-Optionen als Brueche (1/100, 4/10, 1/2, 6/10) — die fehlenden Optionen des Items.",eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/massstabsleiste/00_image1.emf.png,bb074bf6-7f73-41c8-90e6-4940658fb66b,Maßstabsleiste,200,image/png,text_eingebrannt,"Frage, 'Kreuze an.' und die vier MC-Optionen (1:500 bis 1:500000) unten entfernen; Massstabsleiste (0-2000 m, 1-cm-Referenzpfeil) oben behalten. Die eingebrannten Optionen sind zugleich die fehlenden MC-Optionen des Items.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/muckibude/00_image1.png,62c4c7de-fe7e-4f00-b91f-4398b9446ff7,Muckibude,200,image/png,text_eingebrannt,"Einleitungszeilen oben abschneiden; Saeulendiagramm behalten (PNG, gute Qualitaet).",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/muckibude/01_image2.png,62c4c7de-fe7e-4f00-b91f-4398b9446ff7,Muckibude,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Frage + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/muckibude/02_image3.png,62c4c7de-fe7e-4f00-b91f-4398b9446ff7,Muckibude,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Frage + Antwortzeile.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/naschkatze/00_image1.emf.png,1f72d7b9-fab3-4b6d-8f3a-a069eec7efb1,Naschkatze,200,image/png,text_eingebrannt,"Einleitungstext oben, degradiertes Cafe-Schild rechts und Copyright-Zeilen entfernen; Umsatz-Saeulendiagramm links behalten. Achtung: y-Achsen-Titel im Render zeichenweise verwuerfelt.",ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/naschkatze/01_image2.emf.png,1f72d7b9-fab3-4b6d-8f3a-a069eec7efb1,Naschkatze,200,image/png,text_eingebrannt,Keine Grafik: Frage + vier MC-Optionen (1.-4. Quartal) — die fehlenden Optionen des Items.,eingeschraenkt: enthaelt die MC-Optionen als Bild
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/niederschlag/00_image1.emf.png,bb3e5789-a5c0-4e43-bb1f-d0f44d0ba935,Niederschlag,200,image/png,text_eingebrannt,Einleitungstext oben und Datenquellen-/Antwortkasten unten entfernen; Klimadiagramm behalten. Achtung: beide Achsentitel im Render zeichenweise verwuerfelt.,ja
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/niederschlag/01_image2.emf.png,bb3e5789-a5c0-4e43-bb1f-d0f44d0ba935,Niederschlag,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-1-Frage + Antwortkasten.,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/niederschlag/02_image3.emf.png,bb3e5789-a5c0-4e43-bb1f-d0f44d0ba935,Niederschlag,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-2-Frage + MC-Optionen (im Item strukturiert vorhanden).,nein
https://ztcppihxqcphlqaguhma.supabase.co/storage/v1/object/public/task-assets/lsa/niederschlag/03_image4.emf.png,bb3e5789-a5c0-4e43-bb1f-d0f44d0ba935,Niederschlag,200,image/png,unbrauchbar,Kein Bildinhalt: Teil-3-Frage + Antwortkasten.,nein
